stationId,imageDate,imgPath,meteoDate,dew,humidity,precipitation,roadCondition,temperature C bellow 5cm,temperature C 0cm,temperature C 20cm,temperature C 2m,warnings,wind direction,speed[m/s],imageDate_t,imageDate_ts,cluster,time
296-0,10/01/2019 13:45,/save/296-0/32/1547127932_296-0.jpg,10/01/2019 13:40,-1.6,81.8,none,dry,0,3.1,1.2,1.2,none,336,0.0,10/01/2019 13:45,5319932,2,13:45:32
1215-0,12/02/2019 12:45,/save/1215-0/34/1549975534_1215-0.jpg,12/02/2019 12:40,-2.0,63.0,none,dry,0,11.8,0.0,4.5,none,222,0.0,12/02/2019 12:45,8167534,0,12:45:34
1437-0,10/03/2019 11:52,/save/1437-0/20/1552218720_1437-0.jpg,10/03/2019 11:40,0.1,59.0,none,dry,0,15.6,8.4,7.7,none,299,0.0,10/03/2019 11:52,10410720,0,11:52:00
697-1,17/12/2018 11:52,/save/697-1/57/1545047557_697-1.jpg,17/12/2018 11:50,-1.8,92.2,none,moist,0,1.3,0.0,-0.6,very low warning,184,0.9,17/12/2018 11:52,3239557,1,11:52:37
119-0,13/01/2019 11:51,/save/119-0/63/1547380263_119-0.jpg,13/01/2019 11:40,3.3,99.9,continuous,saline,0,4.4,3.2,3.3,none,273,1.0,13/01/2019 11:51,5572263,2,11:51:03
759-0,20/01/2019 11:50,/save/759-0/31/1547985031_759-0.jpg,20/01/2019 11:40,-9.1,56.4,none,dry,0,2.0,-0.5,-1.6,very low warning,84,0.0,20/01/2019 11:50,6177031,2,11:50:31
51-0,19/11/2018 11:30,/save/51-0/8/1542627008_51-0.jpg,19/11/2018 12:27,3.2,93.5,none,moist,0,4.7,0.0,4.2,none,99,2.1,19/11/2018 11:30,819008,3,11:30:08
68-0,6/12/2018 11:30,/save/68-0/19/1544095819_68-0.jpg,6/12/2018 11:30,-0.2,99.9,continuous,wet,0,2.6,0.0,-0.2,none,198,0.6,6/12/2018 11:30,2287819,3,11:30:19
575-0,21/01/2019 11:05,/save/575-0/25/1548068725_575-0.jpg,21/01/2019 11:00,-5.3,99.0,none,dry,0,0.0,-2.1,-5.2,medium warning,181,0.6,21/01/2019 11:05,6260725,2,11:05:25
851-0,25/01/2019 12:47,/save/851-0/58/1548420458_851-0.jpg,25/01/2019 12:50,-7.1,74.9,none,dry,0,-2.3,-2.1,-4.0,none/unknown,309,3.2,25/01/2019 12:47,6612458,2,12:47:38
1082-0,10/03/2019 11:45,/save/1082-0/32/1552218332_1082-0.jpg,10/03/2019 11:40,-3.5,37.1,none,dry,0,12.9,0.0,10.5,none,246,2.4,10/03/2019 11:45,10410332,0,11:45:32
55-1,4/03/2019 13:54,/save/55-1/77/1551707677_55-1.jpg,4/03/2019 14:53,8.0,73.8,none,dry,0,11.9,0.0,12.6,none,256,2.8,4/03/2019 13:54,9899677,0,13:54:37
851-0,11/01/2019 12:27,/save/851-0/58/1547209658_851-0.jpg,11/01/2019 12:30,-8.9,82.9,none,dry,0,-4.2,-5.0,-7.2,none/unknown,292,3.3,11/01/2019 12:27,5401658,2,12:27:38
53-0,30/11/2018 13:32,/save/53-0/38/1543584738_53-0.jpg,30/11/2018 14:30,-5.0,66.5,unknown,dry,0,1.5,0.0,0.4,low warning,170,0.0,30/11/2018 13:32,1776738,3,13:32:18
495-2,14/12/2018 11:30,/save/495-2/49/1544787049_495-2.jpg,14/12/2018 11:20,-2.2,89.1,intense,saline,0,3.1,0.0,-0.6,none,108,0.3,14/12/2018 11:30,2979049,1,11:30:49
344-0,14/02/2019 11:52,/save/344-0/59/1550145159_344-0.jpg,14/02/2019 12:50,0.0,95.4,none,wet,0,7.3,0.0,5.8,none/unknown,286,2.1,14/02/2019 11:52,8337159,0,11:52:39
344-0,12/03/2019 13:12,/save/344-0/73/1552396373_344-0.jpg,12/03/2019 14:10,0.0,52.5,none,dry,0,13.0,0.0,6.4,none/unknown,242,2.3,12/03/2019 13:12,10588373,0,13:12:53
1181-0,9/03/2019 11:26,/save/1181-0/60/1552130760_1181-0.jpg,9/03/2019 11:30,-3.3,35.3,none,dry,0,16.7,0.0,11.4,none,244,0.3,9/03/2019 11:26,10322760,0,11:26:00
569-1,12/11/2018 13:43,/save/569-1/94/1542030194_569-1.jpg,12/11/2018 13:30,9.1,59.2,none,dry,0,16.6,19.2,17.2,none,15,1.3,12/11/2018 13:43,222194,3,13:43:14
VP1201-0,13/11/2018 13:10,/save/VP1201-0/2/1542114602_VP1201-0.jpg,13/11/2018 13:00,6.6,51.0,none,dry,0,15.3,0.0,16.7,none,254,0.0,13/11/2018 13:10,306602,3,13:10:02
296-0,20/02/2019 13:25,/save/296-0/10/1550669110_296-0.jpg,20/02/2019 13:20,2.1,63.4,none,dry,0,11.6,9.0,8.7,none,269,0.8,20/02/2019 13:25,8861110,0,13:25:10
VP1201-0,1/12/2018 13:50,/save/VP1201-0/2/1543672202_VP1201-0.jpg,1/12/2018 13:50,-6.5,74.0,snow,dry,0,-1.8,0.0,-2.5,medium warning,256,0.0,1/12/2018 13:50,1864202,3,13:50:02
1093-0,9/02/2019 13:12,/save/1093-0/59/1549717959_1093-0.jpg,9/02/2019 13:10,-1.5,63.8,none,dry,0,8.0,5.2,4.7,none,233,6.3,9/02/2019 13:12,7909959,2,13:12:39
757-1,1/12/2018 11:30,/save/757-1/3/1543663803_757-1.jpg,1/12/2018 11:20,-7.2,79.6,none,dry,0,-0.4,-3.0,-4.3,low warning,235,1.0,1/12/2018 11:30,1855803,3,11:30:03
1181-0,24/02/2019 13:46,/save/1181-0/64/1551015964_1181-0.jpg,24/02/2019 13:50,-8.7,38.0,none,dry,0,7.1,0.0,4.3,none,300,0.0,24/02/2019 13:46,9207964,0,13:46:04
851-0,29/01/2019 13:52,/save/851-0/58/1548769958_851-0.jpg,29/01/2019 13:40,-0.8,67.5,none,dry,0,5.5,5.3,3.9,none/unknown,260,2.3,29/01/2019 13:52,6961958,2,13:52:38
569-0,16/01/2019 11:42,/save/569-0/46/1547638946_569-0.jpg,16/01/2019 11:30,4.6,96.8,shower,wet,0,6.9,6.6,5.1,none,170,1.6,16/01/2019 11:42,5830946,2,11:42:26
495-2,14/12/2018 13:50,/save/495-2/52/1544795452_495-2.jpg,14/12/2018 13:40,-2.2,89.4,none,saline,0,2.2,0.0,-0.7,none,79,0.8,14/12/2018 13:50,2987452,1,13:50:52
55-1,16/02/2019 12:16,/save/55-1/93/1550319393_55-1.jpg,16/02/2019 13:15,3.2,99.9,none,dry,0,7.3,0.0,3.2,none,246,2.7,16/02/2019 12:16,8511393,0,12:16:33
585-0,1/03/2019 12:42,/save/585-0/58/1551444158_585-0.jpg,1/03/2019 12:40,2.5,72.7,none,dry,0,12.5,9.6,7.1,none,285,2.6,1/03/2019 12:42,9636158,0,12:42:38
609-0,15/12/2018 11:22,/save/609-0/79/1544872979_609-0.jpg,15/12/2018 11:20,0.2,99.1,none,wet,0,3.1,1.1,0.4,none,73,0.9,15/12/2018 11:22,3064979,1,11:22:59
1061-0,17/12/2018 12:30,/save/1061-0/31/1545049831_1061-0.jpg,17/12/2018 12:20,0.0,99.0,none,saline,0,2.3,0.7,0.1,none,281,0.0,17/12/2018 12:30,3241831,1,12:30:31
1686-0,25/11/2018 12:17,/save/1686-0/60/1543148260_1686-0.jpg,25/11/2018 12:20,3.3,85.9,unknown,wet,0,5.0,0.0,5.5,none/unknown,359,0.0,25/11/2018 12:17,1340260,3,12:17:40
119-0,31/01/2019 12:54,/save/119-0/45/1548939245_119-0.jpg,31/01/2019 12:50,0.4,99.9,continuous,wet,0,1.9,0.9,0.4,very low warning,125,1.2,31/01/2019 12:54,7131245,2,12:54:05
575-0,30/01/2019 12:25,/save/575-0/30/1548851130_575-0.jpg,30/01/2019 12:20,-0.1,99.0,none,wet,0,2.9,1.4,0.0,none,104,0.9,30/01/2019 12:25,7043130,2,12:25:30
2014-1,30/12/2018 12:15,/save/2014-1/1/1546172101_2014-1.jpg,30/12/2018 12:15,4.5,99.9,unknown,dry,0,11.4,0.0,4.5,none,23,0.0,30/12/2018 12:15,4364101,1,12:15:01
1454-0,25/01/2019 12:52,/save/1454-0/59/1548420759_1454-0.jpg,25/01/2019 12:50,0.0,0.0,none,saline,0,-1.0,-0.6,-5.2,slippery danger,211,0.5,25/01/2019 12:52,6612759,2,12:52:39
1454-0,25/01/2019 13:12,/save/1454-0/59/1548421959_1454-0.jpg,25/01/2019 13:10,0.0,0.0,none,saline,0,-1.2,-0.6,-5.2,slippery danger,189,0.4,25/01/2019 13:12,6613959,2,13:12:39
1215-0,7/03/2019 11:45,/save/1215-0/25/1551959125_1215-0.jpg,7/03/2019 11:40,4.2,51.9,none,dry,0,20.9,0.0,14.0,none,82,0.0,7/03/2019 11:45,10151125,0,11:45:25
1686-0,14/11/2018 13:37,/save/1686-0/60/1542202660_1686-0.jpg,14/11/2018 13:40,3.7,73.7,unknown,unknown,0,0.0,0.0,8.2,none/unknown,359,0.0,14/11/2018 13:37,394660,3,13:37:40
1090-0,14/11/2018 13:27,/save/1090-0/59/1542202059_1090-0.jpg,14/11/2018 13:30,11.1,97.5,none,dry,0,12.0,9.9,11.5,none,250,3.4,14/11/2018 13:27,394059,3,13:27:39
259-1,9/03/2019 11:57,/save/259-1/55/1552132655_259-1.jpg,9/03/2019 11:50,5.4,96.5,none,wet,0,11.8,8.9,6.0,none,211,2.9,9/03/2019 11:57,10324655,0,11:57:35
1521-0,24/01/2019 11:56,/save/1521-0/2/1548331002_1521-0.jpg,24/01/2019 11:50,0.0,0.0,continuous,wet,0,-3.1,-6.0,0.0,slippery danger,0,0.0,24/01/2019 11:56,6523002,2,11:56:42
1090-0,7/12/2018 13:52,/save/1090-0/58/1544190758_1090-0.jpg,7/12/2018 13:50,12.3,99.4,intense,saline,0,10.9,5.7,12.4,none,210,4.3,7/12/2018 13:52,2382758,3,13:52:38
259-1,11/03/2019 12:12,/save/259-1/56/1552306356_259-1.jpg,11/03/2019 12:20,2.0,99.0,intense,wet,0,5.6,3.7,2.2,none,180,0.8,11/03/2019 12:12,10498356,0,12:12:36
1090-0,15/11/2018 12:27,/save/1090-0/59/1542284859_1090-0.jpg,15/11/2018 12:30,10.5,99.4,none,dry,0,13.5,9.3,10.6,none,124,2.9,15/11/2018 12:27,476859,3,12:27:39
1686-0,12/11/2018 13:57,/save/1686-0/59/1542031059_1686-0.jpg,12/11/2018 14:00,7.3,77.9,unknown,unknown,0,0.0,0.0,11.0,none/unknown,0,0.6,12/11/2018 13:57,223059,3,13:57:39
851-0,20/01/2019 12:12,/save/851-0/55/1547986355_851-0.jpg,20/01/2019 12:10,-3.8,83.9,none,dry,0,0.6,0.0,-2.2,none/unknown,134,3.0,20/01/2019 12:12,6178355,2,12:12:35
585-0,28/02/2019 11:42,/save/585-0/58/1551354158_585-0.jpg,28/02/2019 11:40,2.8,51.3,none,dry,0,19.8,19.7,12.7,none,297,5.7,28/02/2019 11:42,9546158,0,11:42:38
51-0,13/11/2018 11:38,/save/51-0/2/1542109102_51-0.jpg,13/11/2018 12:35,10.5,64.6,unknown,dry,0,19.3,0.0,17.3,none,158,9.7,13/11/2018 11:38,301102,3,11:38:22
146-0,1/12/2018 13:25,/save/146-0/11/1543670711_146-0.jpg,1/12/2018 13:20,-6.6,70.9,none,dry,0,0.0,-1.1,-2.1,none/unknown,277,0.6,1/12/2018 13:25,1862711,3,13:25:11
575-1,26/12/2018 13:45,/save/575-1/29/1545831929_575-1.jpg,26/12/2018 13:40,2.9,99.0,none,wet,0,4.1,3.8,3.0,none,339,2.4,26/12/2018 13:45,4023929,1,13:45:29
296-0,14/01/2019 12:45,/save/296-0/33/1547469933_296-0.jpg,14/01/2019 12:40,-6.9,53.2,none,dry,0,3.0,0.2,1.7,none,287,1.8,14/01/2019 12:45,5661933,2,12:45:33
119-0,1/02/2019 12:33,/save/119-0/83/1549024383_119-0.jpg,1/02/2019 12:30,-2.0,86.0,none,dry,0,3.4,0.8,0.1,none,135,1.7,1/02/2019 12:33,7216383,2,12:33:03
1061-0,1/01/2019 13:34,/save/1061-0/40/1546349640_1061-0.jpg,1/01/2019 13:20,5.1,99.0,continuous,wet,0,6.2,5.8,5.3,none,216,2.3,1/01/2019 13:34,4541640,1,13:34:00
575-1,20/12/2018 12:05,/save/575-1/24/1545307524_575-1.jpg,20/12/2018 12:00,-2.4,99.0,none,saline,0,0.4,0.0,-2.3,very low warning,111,0.5,20/12/2018 12:05,3499524,1,12:05:24
258-0,8/03/2019 12:37,/save/258-0/56/1552048656_258-0.jpg,8/03/2019 12:30,1.8,64.3,none,dry,0,11.1,6.3,8.2,none,192,0.0,8/03/2019 12:37,10240656,0,12:37:36
1157-0,21/01/2019 13:25,/save/1157-0/17/1548077117_1157-0.jpg,21/01/2019 13:20,-7.0,68.7,none,dry,0,-1.7,0.0,-2.1,low warning,89,1.4,21/01/2019 13:25,6269117,2,13:25:17
1239-0,6/12/2018 13:10,/save/1239-0/53/1544101853_1239-0.jpg,6/12/2018 13:10,-2.7,73.3,none,moist,0,3.3,0.0,1.7,none,24,0.0,6/12/2018 13:10,2293853,3,13:10:53
232-0,24/12/2018 11:45,/save/232-0/12/1545651912_232-0.jpg,24/12/2018 11:40,-2.2,99.9,none,saline,0,-0.9,0.0,-2.2,medium warning,59,0.0,24/12/2018 11:45,3843912,1,11:45:12
575-0,22/01/2019 12:05,/save/575-0/25/1548158725_575-0.jpg,22/01/2019 12:00,-7.5,99.0,none,dry,0,-1.4,-4.4,-7.4,medium warning,266,0.0,22/01/2019 12:05,6350725,2,12:05:25
1215-0,13/03/2019 12:05,/save/1215-0/21/1552478721_1215-0.jpg,13/03/2019 12:00,0.4,60.9,none,dry,0,17.1,0.0,7.5,none,156,0.0,13/03/2019 12:05,10670721,0,12:05:21
1157-0,20/01/2019 11:05,/save/1157-0/15/1547982315_1157-0.jpg,20/01/2019 11:00,-6.5,63.2,none,dry,0,2.5,0.0,-0.4,none,297,1.0,20/01/2019 11:05,6174315,2,11:05:15
1488-0,5/02/2019 11:17,/save/1488-0/26/1549365426_1488-0.jpg,5/02/2019 11:10,-1.8,90.2,none,dry,0,4.4,0.1,-0.3,none,158,0.0,5/02/2019 11:17,7557426,2,11:17:06
232-0,26/12/2018 13:10,/save/232-0/14/1545829814_232-0.jpg,26/12/2018 13:00,-0.4,93.8,none,wet,0,1.1,0.0,0.5,very low warning,3,0.0,26/12/2018 13:10,4021814,1,13:10:14
569-0,10/01/2019 12:14,/save/569-0/75/1547122475_569-0.jpg,10/01/2019 12:10,-0.4,84.7,none,dry,0,5.4,3.4,1.8,none,5,0.8,10/01/2019 12:14,5314475,2,12:14:35
1067-0,15/12/2018 11:52,/save/1067-0/58/1544874758_1067-0.jpg,15/12/2018 11:40,-0.7,95.0,none,saline,0,3.5,0.0,0.0,none,9,0.3,15/12/2018 11:52,3066758,1,11:52:38
51-0,6/12/2018 11:46,/save/51-0/73/1544096773_51-0.jpg,6/12/2018 12:42,1.3,81.5,none,dry,0,6.1,0.0,4.2,none,175,3.3,6/12/2018 11:46,2288773,3,11:46:13
VP1201-0,20/11/2018 13:30,/save/VP1201-0/38/1542720638_VP1201-0.jpg,20/11/2018 13:30,-2.8,91.0,none,moist,0,1.1,0.0,-1.5,none,88,0.0,20/11/2018 13:30,912638,3,13:30:38
1686-0,15/11/2018 12:57,/save/1686-0/61/1542286661_1686-0.jpg,15/11/2018 13:00,0.8,64.9,unknown,unknown,0,0.0,0.0,7.0,none/unknown,359,0.0,15/11/2018 12:57,478661,3,12:57:41
344-0,8/03/2019 11:52,/save/344-0/26/1552045926_344-0.jpg,8/03/2019 12:50,0.0,41.9,none,dry,0,20.0,0.0,12.9,none/unknown,220,8.0,8/03/2019 11:52,10237926,0,11:52:06
296-0,7/03/2019 11:45,/save/296-0/4/1551959104_296-0.jpg,7/03/2019 11:40,1.8,45.3,none,dry,0,17.1,13.7,13.5,none,183,1.9,7/03/2019 11:45,10151104,0,11:45:04
1960-1,19/12/2018 11:25,/save/1960-1/0/1545218700_1960-1.jpg,19/12/2018 11:20,-3.0,99.6,none,dry,0,2.6,-1.1,-3.0,none,357,1.6,19/12/2018 11:25,3410700,1,11:25:00
759-0,2/03/2019 11:25,/save/759-0/1/1551525901_759-0.jpg,2/03/2019 11:20,-4.6,62.8,none,dry,0,11.6,3.6,1.7,none/unknown,334,1.3,2/03/2019 11:25,9717901,0,11:25:01
1881-0,26/02/2019 12:34,/save/1881-0/45/1551184445_1881-0.jpg,26/02/2019 12:30,1.1,55.3,none,dry,0,16.4,10.1,9.7,none,320,0.1,26/02/2019 12:34,9376445,0,12:34:05
1082-0,26/02/2019 11:26,/save/1082-0/69/1551180369_1082-0.jpg,26/02/2019 11:20,0.9,57.0,none,dry,0,9.2,0.0,9.0,none,261,2.6,26/02/2019 11:26,9372369,0,11:26:09
1960-1,24/12/2018 12:05,/save/1960-1/0/1545653100_1960-1.jpg,24/12/2018 12:00,1.2,99.7,none,dry,0,3.1,0.8,1.2,none,201,1.7,24/12/2018 12:05,3845100,1,12:05:00
346-0,24/11/2018 13:25,/save/346-0/14/1543065914_346-0.jpg,24/11/2018 13:20,3.7,99.7,shower,saline,0,8.6,4.0,3.7,none,57,0.0,24/11/2018 13:25,1257914,3,13:25:14
296-0,29/01/2019 12:45,/save/296-0/47/1548765947_296-0.jpg,29/01/2019 12:40,-0.4,88.6,continuous,wet,0,3.6,1.2,1.4,none,246,0.0,29/01/2019 12:45,6957947,2,12:45:47
1157-0,19/01/2019 12:45,/save/1157-0/17/1547901917_1157-0.jpg,19/01/2019 12:40,-8.2,49.8,none,dry,0,2.7,0.0,1.1,none,101,1.2,19/01/2019 12:45,6093917,2,12:45:17
VP1201-0,25/11/2018 13:30,/save/VP1201-0/2/1543152602_VP1201-0.jpg,25/11/2018 13:30,4.0,86.0,none,moist,0,7.2,0.0,6.2,none,89,0.0,25/11/2018 13:30,1344602,3,13:30:02
258-0,2/03/2019 12:37,/save/258-0/56/1551530256_258-0.jpg,2/03/2019 12:30,1.3,74.6,none,dry,0,10.8,3.5,5.5,none,144,0.0,2/03/2019 12:37,9722256,0,12:37:36
1157-0,18/01/2019 11:05,/save/1157-0/16/1547809516_1157-0.jpg,18/01/2019 11:00,-2.2,74.5,none,saline,0,3.3,0.0,1.8,none,282,1.8,18/01/2019 11:05,6001516,2,11:05:16
67-0,12/12/2018 12:56,/save/67-0/77/1544619377_67-0.jpg,12/12/2018 13:53,-0.5,93.9,unknown,saline,0,2.6,0.0,0.2,none,225,1.1,12/12/2018 12:56,2811377,1,12:56:17
1157-0,12/01/2019 13:25,/save/1157-0/15/1547299515_1157-0.jpg,12/01/2019 13:20,-1.1,79.5,none,saline,0,1.7,0.0,2.0,medium warning,290,1.3,12/01/2019 13:25,5491515,2,13:25:15
1091-0,15/11/2018 12:25,/save/1091-0/22/1542284722_1091-0.jpg,15/11/2018 12:20,10.6,97.4,none,dry,0,12.9,0.0,11.0,none/unknown,128,3.4,15/11/2018 12:25,476722,3,12:25:22
51-0,3/12/2018 12:46,/save/51-0/85/1543841185_51-0.jpg,3/12/2018 13:43,10.3,91.9,none,moist,0,10.2,0.0,11.6,none,173,1.6,3/12/2018 12:46,2033185,3,12:46:25
585-0,3/03/2019 11:02,/save/585-0/58/1551610958_585-0.jpg,3/03/2019 11:00,7.6,82.9,continuous,wet,0,9.3,10.0,10.4,none,256,3.8,3/03/2019 11:02,9802958,0,11:02:38
55-1,13/03/2019 12:58,/save/55-1/83/1552481883_55-1.jpg,13/03/2019 13:57,0.9,82.8,none,dry,0,5.3,0.0,3.6,none,213,3.3,13/03/2019 12:58,10673883,0,12:58:03
1881-0,17/02/2019 12:53,/save/1881-0/83/1550407983_1881-0.jpg,17/02/2019 12:50,5.2,73.7,none,dry,0,15.1,11.0,9.7,none,341,1.5,17/02/2019 12:53,8599983,0,12:53:03
1488-0,14/01/2019 11:16,/save/1488-0/93/1547464593_1488-0.jpg,14/01/2019 11:10,-1.4,84.5,none,wet,0,2.0,-0.1,1.0,very low warning,169,0.0,14/01/2019 11:16,5656593,2,11:16:33
VP1201-0,21/11/2018 13:10,/save/VP1201-0/3/1542805803_VP1201-0.jpg,21/11/2018 13:10,-1.8,95.0,none,moist,0,0.8,0.0,-1.1,none,82,0.0,21/11/2018 13:10,997803,3,13:10:03
VP1201-0,19/11/2018 12:10,/save/VP1201-0/2/1542629402_VP1201-0.jpg,19/11/2018 12:00,-3.6,85.0,none,dry,0,1.7,0.0,-1.3,none,76,0.4,19/11/2018 12:10,821402,3,12:10:02
569-0,4/02/2019 12:03,/save/569-0/94/1549281794_569-0.jpg,4/02/2019 11:50,-0.3,96.4,none,wet,0,3.7,2.3,0.2,none,85,1.2,4/02/2019 12:03,7473794,2,12:03:14
1991-1,2/02/2019 13:52,/save/1991-1/60/1549115560_1991-1.jpg,2/02/2019 13:50,4.3,70.6,none,dry,0,9.2,0.0,9.4,none,111,3.4,2/02/2019 13:52,7307560,2,13:52:40
146-0,3/12/2018 12:45,/save/146-0/19/1543841119_146-0.jpg,3/12/2018 12:40,4.6,72.5,continuous,wet,0,11.0,10.7,9.3,none/unknown,200,3.3,3/12/2018 12:45,2033119,3,12:45:19
1960-1,29/12/2018 12:05,/save/1960-1/1/1546085101_1960-1.jpg,29/12/2018 12:00,4.0,99.6,none,dry,0,6.5,3.8,4.0,none,173,1.6,29/12/2018 12:05,4277101,1,12:05:01
67-0,4/01/2019 12:22,/save/67-0/30/1546604530_67-0.jpg,4/01/2019 13:20,-4.1,90.4,unknown,saline,0,-0.1,0.0,-2.7,icing danger,69,2.8,4/01/2019 12:22,4796530,1,12:22:10
1067-0,28/12/2018 13:12,/save/1067-0/59/1546002759_1067-0.jpg,28/12/2018 13:00,4.1,84.8,none,wet,0,6.8,0.0,6.5,none,286,3.4,28/12/2018 13:12,4194759,1,13:12:39
1437-0,12/02/2019 11:52,/save/1437-0/21/1549972321_1437-0.jpg,12/02/2019 11:50,-2.1,76.3,none,dry,0,4.2,2.0,1.7,none,350,0.0,12/02/2019 11:52,8164321,0,11:52:01
1067-0,12/12/2018 12:32,/save/1067-0/57/1544617957_1067-0.jpg,12/12/2018 12:20,0.7,79.1,none,saline,0,6.8,0.0,4.0,none,24,0.0,12/12/2018 12:32,2809957,1,12:32:37
2014-1,16/12/2018 11:35,/save/2014-1/0/1544960100_2014-1.jpg,16/12/2018 11:37,0.0,99.9,unknown,dry,0,4.5,0.0,-1.4,none,54,1.7,16/12/2018 11:35,3152100,1,11:35:00
VP1203-0,9/03/2019 11:10,/save/VP1203-0/2/1552129802_VP1203-0.jpg,9/03/2019 11:10,1.6,59.0,shower,moist,0,10.1,0.0,9.1,none,41,0.0,9/03/2019 11:10,10321802,0,11:10:02
759-0,14/02/2019 11:05,/save/759-0/1/1550142301_759-0.jpg,14/02/2019 11:00,0.2,74.1,none,wet,0,8.1,3.6,4.5,none,299,2.6,14/02/2019 11:05,8334301,0,11:05:01
1488-0,26/01/2019 12:35,/save/1488-0/19/1548506119_1488-0.jpg,26/01/2019 12:30,-6.1,87.6,intense,wet,0,-1.9,-3.7,-4.4,high danger,152,0.0,26/01/2019 12:35,6698119,2,12:35:19
346-0,17/11/2018 12:45,/save/346-0/18/1542458718_346-0.jpg,17/11/2018 12:40,-1.9,71.2,none,dry,0,11.7,4.5,2.9,none,117,1.9,17/11/2018 12:45,650718,3,12:45:18
150-1,22/01/2019 12:10,/save/150-1/21/1548159021_150-1.jpg,22/01/2019 13:08,-5.43,94.5,unknown,dry,0,3.5,0.0,-4.7,none,25,1.0,22/01/2019 12:10,6351021,2,12:10:21
1061-0,18/12/2018 12:10,/save/1061-0/29/1545135029_1061-0.jpg,18/12/2018 12:00,-0.1,99.0,none,wet,0,3.1,1.5,0.0,none,147,0.0,18/12/2018 12:10,3327029,1,12:10:29
759-0,27/02/2019 12:50,/save/759-0/3/1551271803_759-0.jpg,27/02/2019 12:40,-2.1,49.8,none,dry,0,19.3,8.3,7.6,none/unknown,287,2.6,27/02/2019 12:50,9463803,0,12:50:03
344-0,8/03/2019 12:12,/save/344-0/26/1552047126_344-0.jpg,8/03/2019 13:10,0.0,41.3,none,dry,0,19.4,0.0,12.8,none/unknown,220,7.4,8/03/2019 12:12,10239126,0,12:12:06
1157-0,12/01/2019 11:45,/save/1157-0/17/1547293517_1157-0.jpg,12/01/2019 11:40,-1.5,76.3,none,saline,0,2.2,0.0,2.2,none,271,1.7,12/01/2019 11:45,5485517,2,11:45:17
1521-0,9/02/2019 11:51,/save/1521-0/1/1549713101_1521-0.jpg,9/02/2019 11:50,7.9,99.3,none,wet,0,8.0,7.9,8.0,none,277,0.5,9/02/2019 11:51,7905101,2,11:51:41
1488-0,21/01/2019 12:15,/save/1488-0/19/1548072919_1488-0.jpg,21/01/2019 12:10,-4.7,99.2,none,moist,0,-0.3,-2.4,-4.6,medium warning,158,0.0,21/01/2019 12:15,6264919,2,12:15:19
259-1,23/02/2019 11:57,/save/259-1/56/1550923056_259-1.jpg,23/02/2019 12:00,-11.5,39.8,none,dry,0,9.7,7.3,0.6,none,146,1.5,23/02/2019 11:57,9115056,0,11:57:36
1437-0,7/03/2019 11:32,/save/1437-0/20/1551958320_1437-0.jpg,7/03/2019 11:20,1.0,46.7,none,dry,0,15.8,13.6,12.1,none,219,0.0,7/03/2019 11:32,10150320,0,11:32:00
258-0,21/02/2019 12:12,/save/258-0/57/1550751157_258-0.jpg,21/02/2019 12:20,6.5,92.6,none,wet,0,8.9,5.8,7.7,none,194,0.0,21/02/2019 12:12,8943157,0,12:12:37
1181-0,12/02/2019 11:44,/save/1181-0/50/1549971850_1181-0.jpg,12/02/2019 11:50,-0.4,91.7,none,wet,0,3.8,0.0,0.7,none,325,0.1,12/02/2019 11:44,8163850,0,11:44:10
283-0,5/02/2019 12:32,/save/283-0/59/1549369959_283-0.jpg,5/02/2019 12:30,0.0,1.3,none,moist,0,0.0,7.6,2.6,none,224,3.1,5/02/2019 12:32,7561959,2,12:32:39
283-0,28/01/2019 12:37,/save/283-0/68/1548679068_283-0.jpg,28/01/2019 12:30,0.0,1.3,continuous,saline,0,0.0,1.5,4.4,none,238,2.3,28/01/2019 12:37,6871068,2,12:37:48
1090-0,13/11/2018 12:07,/save/1090-0/58/1542110858_1090-0.jpg,13/11/2018 12:10,12.0,99.4,none,wet,0,11.4,10.1,12.1,none,237,2.2,13/11/2018 12:07,302858,3,12:07:38
258-0,23/02/2019 12:32,/save/258-0/56/1550925156_258-0.jpg,23/02/2019 12:30,-8.8,42.1,none,dry,0,11.1,3.7,2.8,none,144,0.0,23/02/2019 12:32,9117156,0,12:32:36
585-0,12/02/2019 13:02,/save/585-0/56/1549976556_585-0.jpg,12/02/2019 13:00,-2.7,53.4,none,dry,0,13.3,13.4,6.2,none,289,5.4,12/02/2019 13:02,8168556,0,13:02:36
137-0,7/03/2019 13:31,/save/137-0/65/1551965465_137-0.jpg,7/03/2019 13:20,0.6,46.6,none,dry,0,14.2,12.8,11.8,none,160,1.8,7/03/2019 13:31,10157465,0,13:31:05
697-1,29/12/2018 11:32,/save/697-1/59/1546083159_697-1.jpg,29/12/2018 11:30,6.8,99.9,none,wet,0,6.8,0.0,6.8,none,266,2.9,29/12/2018 11:32,4275159,1,11:32:39
53-0,27/11/2018 12:08,/save/53-0/8/1543320508_53-0.jpg,27/11/2018 13:04,-3.1,73.9,unknown,dry,0,4.4,0.0,0.9,none,352,0.0,27/11/2018 12:08,1512508,3,12:08:28
232-0,30/12/2018 11:25,/save/232-0/11/1546169111_232-0.jpg,30/12/2018 11:20,0.3,92.2,none,dry,0,4.5,0.0,1.5,none,249,0.0,30/12/2018 11:25,4361111,1,11:25:11
